,label,tweet,gender,katakunci,pasal,status,kronologis,agama
3537,love,permulaan cinta adalah membiarkan orang yang kamu cintai menjadi dirinya sendiri  dan tidak merubahnya menjadi gambaran yang kamu inginkan  jika tidak  kamu hanya mencintai pantulan diri sendiri yang kamu temukan di dalam dirinya ,Perempuan,"babi, muslim, fuck",UU ITE 27 Ayat 3,Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
3538,happy,ketika saya digombali murid saya   ibu cantik og bu   lalu saya salting dan eumph jawab kamu juga cantik kok   lalu emph   dibilang masih muda dan saya makin speechless  ,Perempuan,"Cina, anus, toilet, jamban, tai","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3539,happy,kalo tidak      mba muth yang ngeblurrr    wkwkwk ada saja sih yang ngeblur foto terakhir semuanya blur na wkwk   ,Perempuan,"peselingkuh gatel, bangsat, asu",Pencemaran,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3540,sadness,         orang orang psi itu termasuk juga si    adalah  anak baru  di dunia politik yang ingin cepat populer dengan cara memancing orang orang yang sudah populer untuk ber interaksi dengan mereka  kasihan deh        ,Perempuan,"babi, muslim, fuck",Pasal 315 KUHP,dihentikan karena restorative jaustice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
3541,love,semuanya udah berubah  aku  kamu  kita  semuanya  hal hal kecil kita  sikap  masalah  tubir tubiran  satu yang tidak berubah dan kayanya susah untuk berubah secepat itu  hati aku  happy anniversary sayang  aku sayang kamu  sayang banget      ,Laki-laki,"babi, biongo",Pencemaran,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3542,fear,pin nanti kamu blan juni ikut tidak pertandingan bulutangkis khusus buat rw saja saya mau ikut tapi nanti saya pasti cewek sendiri    ky dulu,Laki-laki,pelacur,Pencemaran,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
3543,anger,otomatis lahh aku marah  aku jelasin juga ke temen aku kalau aku tidak ada sedikitpun niat buat ngerebut pacar temen aku sendiri  keak tidak ada cowo lain saja  hih ,Perempuan,Kodok betina,pengancaman,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3544,anger,   guwah sependapat sama ente bro     ini yang paling ditakuti sama mereka yang sedang berkompetisi untuk bisa nyapres     makanya mereka selalu cari cara untuk mendown grade harus  apadaya     kehendak allah   harus malah makin bersinar   ,Perempuan,"peselingkuh gatel, bangsat, asu",Pencemaran nama baik,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3545,sadness,harus bisa me manage waktu lebih baik lagi nih  hrus bner memfilter mana yang jadi prioritas  kan kalau management waktu nya oke hidup bisa ,Perempuan,"babi, biongo",pengancaman,Penyelidikan,PENCEMARAN NAMA BAIK,Kristen
3546,love,temenku namanya helen  pas shi kemarin dia sengaja ke bandara demi aku karena aku tidak bisa dateng shi dan dia rela jadi masternim nya day sayang huhuhu   ,Laki-laki,penipu,Pencemaran nama baik,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3547,fear,aku cuma takut aku terbuat dia kecewa  ini peluang terakhir  knw him  bila dia rasa kecewa yang teramat dia takkan pandang belakang  dn dari sini pun dapat rasa kan yang aku memang takut hilang dia,Perempuan,pelacur,UU ITE 27 Ayat 3,Putusan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
3548,sadness,turut berduka atas saudara yang terkena gempa di lombok  semoga lekas membaik  meskipun trauma yang terendap tidak semudah itu menghilang dari dalam diri amin  ,Perempuan,"bom, tidak tahu diri",Pencemaran,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
3549,anger,   tolong akun saya ini kenapa tidak bisa masuk ke aplikasi my indihome  setiap kali mau masuk selalu minta kode verifikasi ke nomer yang dulu sedangkan no yang dulu sudah di blokir oleh pihak telkomsel  tolong dan mohon di bantu,Perempuan,"pembohong, pendusta",UU ITE 27 Ayat 3,Naik kejaksaan,PENCEMARAN NAMA BAIK,Islam
3550,sadness,jangan sekalikali dah negosiasi sama sagitarius  kolo moody lagi berantakan tolong jangan diganggu dulu  ucapannya lebih menyakitkan    manusia ,Laki-laki,"babi, muslim, fuck",KUHP Pasal 310,Naik kejaksaan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
3551,love,   mama aku adalah wanita terhebat yang kuat mengurus  anak dan ngejalanin gimana dari awalnya kami hidup enak  tiba tiba semenjak ayah meninggal jadi berubah drastis  mama selalu mentingin anak anaknya dulu  baru dirinya  sayang mama,Perempuan,"fuck, fucking bitch, fat bitch",Pasal 315 KUHP,Penyelidikan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3552,sadness,   iya nad  ada drama drama cryingnya juga  apalagi kalau laper    biasa makanan ada tersedia tinggal ambil  kalau dikos musti cari makan sendiri pas tidak ada temen nah ini bisa bisa nangis  jadi kangen ibuk hahaha lol,Perempuan,"babi, muslim, fuck",Pencemaran nama baik,dihentikan karena restorative jaustice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3553,love,semoga kau pun ikut merasakannya menghayati dan memandang langit malam ini agar kau lihat ada purnama disana ada bintang bintang disana yang selalu menemani dan mengawasi cinta kita saat kita terlelap ,Laki-laki,"babi, muslim, fuck",Pencemaran nama baik,dihentikan karena restorative jaustice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3554,happy,saat ini lebih ngerasa ingin manfaatin waktu sebaik baiknya  kalaumasih bisa pulang tepat waktu  ya pulang  biar bisa buka di rumah brg keluarga  kalau tidak ada yang dikerjain  ya mndg cepet tidur  bukan malah begadang gajelas ,Laki-laki,"bom, tidak tahu diri",Pencemaran,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3555,love,emang bener kata fromm cinta sempurna itu harus didasari  knowledge respect responsibility care  disini aku bisa lihat keluarga belo  ncip sekala dido  itu utuh banget merekapun punya healty mental yang luar biasa satu sama lain yang efeknya ke  pintar dan aktifnya si sekala ,Laki-laki,"babi, biongo",Pencemaran nama baik,dihentikan karena restorative jaustice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3556,anger,aku ini orang yang tidak bisa nyindir nyindir  bisanya adalah  ngomong langsung tanpa ampun  disertai dengan sedikit bumbu kekesalan  dan setelah itu minta maaf dan teuteup  ngoreksi lagi dia harus seperti gimana ,Perempuan,"selingkuh, lobang kubur",Pencemaran,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
3557,fear, askmf  kamu kalau pergi ke psikolog pertamanya ngomong apaan  kan aku mau jelasin terus dia tiba tiba motong ucapanku  tapi dia tau masalahku lewat tes gitu  cuman aku takut tidak diperhatikan banget gitu    ,Laki-laki,"pembohong, pendusta",UU ITE 27 Ayat 3,Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3558,happy,jadi kalau kita pernah salah  atau ngga salah tapi di salahin    terus punya haters  ya shanthaaay say     thats life  jangan sampai hiduplo jadi kacau cuma gegara haters,Laki-laki,Kodok betina,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,PENCEMARAN NAMA BAIK,Kristen Protestan
3559,happy,   selamat siang sahabat pos  kiriman tsb sudah diterima ya sahabat  terima kasih telah mempercayakan dan menggunakan layanan kami     fd   ,Laki-laki,"babi, muslim, fuck",Pencemaran nama baik,Restorative Justice,PENCEMARAN NAMA BAIK,Kristen
3560,happy,sahabat el john bentar lagi    bakal ngebahas logo wonderful indonesia yang berhasil wara wiri di moscow rusia  wowwww keren banget ya sahabat el john  info selengkap nya sebentar lagi stay tune ya   ,Laki-laki,Kodok betina,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Putusan,PENCEMARAN NAMA BAIK,Kristen Protestan
3561,happy,   kok banyak yang protes ye  ini pemain bagus buat sundulan  bayangin kalau oezil sama xhaka kasih umpan lambung terus yang nyamber ini bocah  mayan kaga,Perempuan,"babi, biongo",UU ITE 27 Ayat 3,Naik kejaksaan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3562,anger,hati hati jika belanja di    barang tidak dikirim uang tidak kembali,Perempuan,"Cina, anus, toilet, jamban, tai",pengancaman,Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
3563,fear,kondisi paling sulit itu     saat kita mendiaminya saja kita takut dimusuhinya  dan bila kita berkata kata kita takut menyinggung perasaanya ,Laki-laki,"bom, tidak tahu diri",UU ITE 27 Ayat 3,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
3564,anger,pernah nonton tidak di satu video tentang bullying  coba cari dehh  ada tuh examplenya  seperti misal kita di bilang  kamu jelek deh  tidak ush naik pitam  bales saja yes am worthless human being  thanks for reminding me that dijamin mingkem,Perempuan,"babi, biongo",Pasal 315 KUHP,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
3565,anger,terkadangg kalau ada yang lapor ke pihak berwajib jawabnya   alah cm dipegang  alah kamu nikmatin kan  alah cuma dipanggil  salah siapa pakai baju sexy   please  kita punya hak atas diri dan tubuh kita  emang kalau situ ngaceng gara lihat kita pake baju sexy itu salah kita  ,Perempuan,"bom, tidak tahu diri",Pencemaran,dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
3566,sadness,eallaaaah paaak  bikin ngiri saja duduk berdua ama yayang        ,Laki-laki,"babi, muslim, fuck",KUHP Pasal 310,Putusan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
3567,anger,ish sialan sangat punya teman macam kamu hahaha xp,Laki-laki,"fuck, fucking bitch, fat bitch",UU ITE 27 Ayat 3,vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
3568,happy,tuhan terima kasih sudah mengirimkan orang yang bisa sya bantu ajar terus sya buat jadi orang yang brnilai dan memiliki generosity mindset,Laki-laki,"babi, biongo",KUHP Pasal 310,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Islam
3569,sadness,lebih baik mendengar suara bom  guntur  geledek  petir  atau gunung meletus daripada mendengar suara tangismu yang buat aku tidak bisa berbuat apa apa ,Perempuan,"bom, tidak tahu diri",Pasal 315 KUHP,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
3570,sadness,dunia itu mirip bayangan badan  jika kau kejar pasti ia menjauh  namun jika kau menjauh maka ia tidak ada pilihan lain selain mengikutimu    ibnu qayyim,Laki-laki,"babi, muslim, fuck",Pasal 315 KUHP,Penyelidikan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
3571,happy,persahabatan itu harus mempunyai telinga untuk saling mendengar  tangan untuk saling menolong  dan hati untuk saling memahami    cm   selamat hari persahabatan internasional,Perempuan,pelacur,KUHP Pasal 310,vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen Protestan
3572,sadness,      ituh cewek disakitin begitu saja masih bertahan dan tidak melawan apalagi melaporkan  terlalu mencintainya kah  postingannya ja begini    ,Laki-laki,penipu,Pencemaran nama baik,Restorative Justice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3573,happy,makasih doanya genks yang sudah dukung ak disini ak tidak nyangka bisa maju ke tahan ini maygad makasi juga buat bapak bambang lurah pondok cabean yang sudah dukung dan nonton ak saat ini  love genks,Laki-laki,"babi, biongo",UU ITE 27 Ayat 3,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3574,happy,dulu lihat trailernya aku kagum  ide memadukan film laga nusantara dengan tampilan wild west terlihat menjanjikan  belum pernah aku tau sebelumnya  kreatif  makanya aku semacam berharap mendapatkan sajian yang istimewa ,Laki-laki,"pembohong, pendusta",Pencemaran,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
3575,sadness,tahun kemarin sebulan sekali lewati malino kalau melakukan pendakian  skrang seperti sudah tidak bisa lagi capai ini tempat  hahah  terakhir kesini  july     ,Perempuan,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,Penyelidikan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3576,sadness,udah gitu  aku pake vaseline gitu kan di bulu mata sama alis  disimpan deh tuh si vaseline di atas lemari  posisinya kaca sebelah lemari  udah gitu kan pake yang lain juga  pas nyimpen yang lain  aku baru ngeh  vaseline nya udah tidak ada ,Perempuan,"selingkuh, lobang kubur",pengancaman,Putusan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
3577,anger,mau seberapa hebat akses komunikasi berbasis internet  sebuah pemberitahuan yang di kabarkan dalam bentuk cetak dan dapat di konsumsi umum justru lebih di butuhkan tanpa harus peduli jumlah kuota  tinggal tempel  apa susahnya  tolonglah jangan dipersulit urusan yang mudah itu   ,Laki-laki,"pembohong, pendusta",Pencemaran nama baik,Penyelidikan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
3578,love,hal yang aku suka dari ayah itu salah satunya adalah kesetiaannya dimana mampu buktiin kalau cinta cukup  untuk seumur hidup  berani ngelakuin apapun yang pntg bisa hidup bersama sang pujaan hati sampai mati ,Perempuan,"babi, biongo","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Putusan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
3579,sadness,kadang suka tidak terima kalau lihat hidup we tidak seperti temen we yang mulus saja  mungkin balasan dosa we selama ini,Perempuan,"babi, biongo",Pasal 315 KUHP,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
3580,happy,bekerja dengan hati dan selalu mengandalkan dari allah sendiri itu hasilnya beda dan awet  selamat bertransformasi menjadi comdev yang sesungguhnya  sebagai teman saya selalu berikan support dena  ,Laki-laki,"selingkuh, lobang kubur",Pencemaran,Naik kejaksaan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
3581,fear,dan percayalah  mimpi itu sangat buruk  sampai aku terbangun karena terlalu takut  hal ini sangat aneh karena kejadian seperti ini baru pertama kali terjadi padaku  bahkan sudah bertahun tahun aku tidak pernah mengalami mimpi buruk ,Perempuan,"pembohong, pendusta",KUHP Pasal 310,vonis 2 tahun,PENCEMARAN NAMA BAIK,Kristen Protestan
3582,fear,saat kita lagi euphoria gitu  si bapak bilang   kalian ini  tukang bikin masalah    pake nada bapak yang habis marahin anaknya karena minta jajan  tapi tetep dibeliin  kebapakan banget pokoknya  kita cuma ketawa gugup  lalu temen sempet keceplosan  maaf bapak  kita sebenernya takut ,Laki-laki,"bom, tidak tahu diri","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
3583,anger,      banyak yang tolol di didik untuk jadi kacung   mengerti ibadah puasa tapi takut laparrrr     cara rakyat memiliki dan menikmati tanahnya hanya lewat liang lahatnya      ,Laki-laki,"bom, tidak tahu diri",pengancaman,Putusan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
3584,fear,uang itu candu  bikin happy kalau lagi punya banyak  tapi sebanyak apa pun tidak pernah bikin merasa cukup  karena semakin banyak uang kita  keinginan kita jadi lebih banyak dan lebih mahal ,Laki-laki,"bom, tidak tahu diri","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
